区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
通州,长城国际 ,63.3平米,,266,42023,,精装,22层,2009年建,长城国际,,-
通州,珠江逸景 ,99.45平米,东,268,26949,,精装,中楼层(共14层),2009年建,珠江逸景,,-
通州,中仓小区 ,63.17平米,南 ,260,41159,,简装,高楼层(共6层),1991年建,中仓小区,,-
通州,新华联锦园 ,96.07平米,南 ,440,45800,,简装,顶层(共6层),2003年建,新华联锦园,,-
通州,果园西小区 ,68.65平米,南 ,230,33504,,简装,顶层(共7层),2002年建,果园西小区,,-
通州,华业东方玫瑰A区 ,116.84平米,南 ,600,51353,,其他,低楼层(共23层),2010年建,华业东方玫瑰A区,,-
通州,新潮嘉园二期 ,94.02平米,南 ,365,38822,,精装,中楼层(共6层),2004年建,新潮嘉园二期,,-
通州,东亚瑞晶苑 ,77.18平米,南 ,248,32133,,简装,中楼层(共21层),2009年建,东亚瑞晶苑,,-
通州,天时名苑 ,104.86平米,南 ,490,46729,,精装,28层,2007年建,天时名苑,,-
通州,怡乐北街 ,85.53平米,南 ,336,39285,,毛坯,底层(共6层),2001年建,怡乐北街,,-
通州,新城东里 ,56.3平米,南 ,219,38899,,精装,低楼层(共6层),1985年建,新城东里,,-
通州,月亮城堡 ,58.34平米,,249,42681,,精装,高楼层(共12层),2005年建,月亮城堡,,-
通州,靓景明居 ,105.55平米,南 ,400,37897,,简装,低楼层(共6层),2004年建,靓景明居,,-
通州,东方生活区 ,40.42平米,南 ,205,50718,,简装,高楼层(共6层),1981年建,东方生活区,,-
通州,加华印象街 ,69.35平米,,336,48450,,简装,低楼层(共12层),2004年建,加华印象街,,-
通州,荔景园 ,38.33平米,,205,53483,,精装,低楼层(共12层),2005年建,荔景园,,-
通州,新华联家园北区 ,42.58平米,,225,52842,,精装,中楼层(共12层),2004年建,新华联家园北区,,-
通州,富力运河十号 ,80.42平米,,274,34072,房本满五年,精装,低楼层(共40层),塔楼,富力运河十号,,-
通州,首开缇香郡 ,55.03平米,,165,29984,房本满五年,精装,高楼层(共16层),2016年建,首开缇香郡,,-
通州,华业东方玫瑰A区 ,92.17平米,,470,50993,房本满五年,精装,低楼层(共27层),2012年建,华业东方玫瑰A区,,-
通州,水仙园 ,84.41平米,南 ,385,45611,房本满五年,毛坯,顶层(共6层),1998年建,水仙园,,-
通州,新华联锦园 ,67.77平米,南 ,336,49580,房本满五年,精装,高楼层(共6层),2003年建,新华联锦园,,-
通州,华龙小区 ,80.76平米,南 ,330,40862,房本满五年,简装,高楼层(共6层),1995年建,华龙小区,,-
通州,龙湖蔚澜香醍 ,88.85平米,东 ,550,61903,房本满五年,精装,底层(共20层),2012年建,龙湖蔚澜香醍,,-
通州,旗舰凯旋二三期 ,92.05平米,南 ,395,42912,房本满五年,精装,高楼层(共6层),2005年建,旗舰凯旋二三期,,-
通州,K2玉蘭湾 ,162.58平米,南 西 ,1000,61509,房本满五年,精装,中楼层(共27层),2015年建,K2玉蘭湾,,-
通州,朝通嘉园 ,114.34平米,南 ,470,41106,房本满五年,精装,中楼层(共6层),2003年建,朝通嘉园,,-
通州,合生世界村 ,90.81平米,南 ,290,31935,房本满五年,精装,中楼层(共14层),2011年建,合生世界村,,-
通州,富力尚悦居 ,135.04平米,南 ,425,31473,房本满五年,精装,低楼层(共20层),2015年建,富力尚悦居,,-
通州,运河园 ,85.44平米,南 ,480,56180,房本满五年,简装,中楼层(共6层),2001年建,运河园,,-
通州,泰禾拾景园 ,127.59平米,南 ,1150,90133,房本满五年,其他,底层(共7层),2016年建,泰禾拾景园,,-
通州,东亚瑞晶苑 ,62.06平米,,230,37061,房本满五年,其他,中楼层(共18层),2009年建,东亚瑞晶苑,,-
通州,葛布店北里 ,62.56平米,东 ,278,44438,房本满五年,精装,中楼层(共5层),1993年建,葛布店北里,,-
通州,DBC加州小镇 ,95.63平米,南 ,439,45907,房本满五年,精装,底层(共6层),2007年建,DBC加州小镇,,-
通州,珠江逸景 ,94.56平米,西,290,30669,,精装,中楼层(共15层),2010年建,珠江逸景,,-
通州,景馨家园 ,151.32平米,南 ,699,46194,,精装,高楼层(共18层),2006年建,景馨家园,,-
通州,运河家园 ,129.65平米,南 ,520,40108,,精装,顶层(共6层),2001年建,运河家园,,-
通州,北小园 ,123.6平米,东 南 ,490,39645,,精装,高楼层(共6层),2001年建,北小园,,-
通州,融科钧廷 ,141.01平米,南 ,417,29573,,精装,低楼层(共10层),2011年建,融科钧廷,,-
通州,武夷花园牡丹园 ,166.85平米,南 ,788,47229,,简装,中楼层(共10层),2004年建,武夷花园牡丹园,,-
通州,京贸国际城西区 ,87.4平米,东,480,54920,,精装,40层,2013年建,京贸国际城西区,,-
通州,华龙小区 ,123.51平米,南 ,518,41940,,其他,中楼层(共6层),2000年建,华龙小区,,-
通州,潞河中学北宿舍区 ,97.89平米,南 ,425,43417,,简装,高楼层(共6层),1987年建,潞河中学北宿舍区,,-
通州,四海公寓 ,104.85平米,南 ,351,33477,,精装,高楼层(共6层),1994年建,四海公寓,,-
通州,金地格林格林 ,81.84平米,南 ,372,45455,,精装,低楼层(共18层),2013年建,金地格林格林,,-
通州,东营前街 ,69.31平米,东,283,40832,,精装,中楼层(共6层),1992年建,东营前街,,-
通州,新华联家园北区 ,42.8平米,,225,52571,,简装,高楼层(共12层),2004年建,新华联家园北区,,-
通州,艺苑西里 ,84.66平米,南 ,325,38389,房本满五年,简装,顶层(共6层),1997年建,艺苑西里,,-
通州,长城国际 ,48.55平米,,239,49228,房本满五年,简装,22层,2009年建,长城国际,,-
通州,融科香雪兰溪 ,113.31平米,南 ,410,36184,房本满五年,精装,底层(共20层),2010年建,融科香雪兰溪,,-
通州,华龙小区 ,64.85平米,南 ,280,43177,房本满五年,精装,高楼层(共6层),1998年建,华龙小区,,-
通州,首开国风美仑 ,119.91平米,南 ,430,35861,房本满五年,简装,中楼层(共16层),2014年建,首开国风美仑,,-
通州,龙鼎园 ,62.89平米,,259,41184,房本满五年,精装,底层(共11层),2005年建,龙鼎园,,-
通州,新通国际花园 ,62.32平米,,320,51348,房本满五年,精装,高楼层(共15层),2010年建,新通国际花园,,-
通州,西潞苑小区 ,31.35平米,,195,62201,房本满五年,简装,中楼层(共6层),1998年建,西潞苑小区,,-
通州,K2玉蘭湾 ,66.68平米,,380,56989,房本满五年,精装,中楼层(共27层),2015年建,K2玉蘭湾,,-
通州,K2清水湾 ,172.7平米,南 ,720,41691,房本满五年,精装,底层(共27层),2012年建,K2清水湾,,-
通州,珠江拉维小镇 ,97.16平米,,428,44052,房本满五年,精装,10层,2010年建,珠江拉维小镇,,-
通州,海棠湾二期 ,82.01平米,西,428,52189,,简装,中楼层(共27层),2011年建,海棠湾二期,,-
通州,合生世界村 ,75.84平米,,460,60655,,精装,底层(共14层),2011年建,合生世界村,,-
通州,尚东庭 ,204.86平米,南 ,1000,48814,,精装,3层,2008年建,尚东庭,,-
通州,旭辉御锦 ,198.25平米,南 ,860,43380,,毛坯,中楼层(共6层),2014年建,旭辉御锦,,-
通州,融创千章墅 ,255.38平米,南 ,1250,48947,,毛坯,中楼层(共6层),2013年建,融创千章墅,,-
通州,中建红杉溪谷 ,192.62平米,南 ,1301,67543,,毛坯,底层(共5层),2013年建,中建红杉溪谷,,-
通州,中建红杉溪谷 ,205.74平米,南 西,1450,70478,,毛坯,4层,2013年建,中建红杉溪谷,,-
通州,旭辉御锦 ,168.2平米,南 ,798,47444,,精装,高楼层(共6层),2014年建,旭辉御锦,,-
通州,金成府 ,230.18平米,南 ,1280,55609,,精装,高楼层(共31层),2013年建,金成府,,-
通州,中建红杉溪谷 ,217.13平米,南 ,1390,64017,,精装,中楼层(共4层),2015年建,中建红杉溪谷,,-
通州,京贸国际城西区 ,93.09平米,西,505,54249,,精装,40层,2013年建,京贸国际城西区,,-
通州,翠屏南里 ,99.08平米,东,400,40372,,其他,中楼层(共6层),1997年建,翠屏南里,,-
通州,华远铭悦 ,135.03平米,南 ,660,48879,,精装,低楼层(共11层),2012年建,华远铭悦,,-
通州,京贸国际城东区 ,59.48平米,,278,46739,,精装,高楼层(共29层),2010年建,京贸国际城东区,,-
通州,京贸国际公馆 ,90.52平米,南 ,970,107159,,其他,底层(共16层),2016年建,京贸国际公馆,,-
通州,珠江国际城八区 ,195.44平米,南 ,950,48609,,精装,底层(共4层),2004年建,珠江国际城八区,,-
通州,V7九间堂 ,219.21平米,南 ,1369,62452,,毛坯,4层,2014年建,V7九间堂,,-
通州,海棠湾一期 ,90.76平米,西,890,98061,,精装,底层(共24层),2010年建,海棠湾一期,,-
通州,东亚印象台湖 ,70.52平米,,278,39422,,精装,中楼层(共12层),2014年建,东亚印象台湖,,-
