区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
朝阳,光熙家园一期 ,62.94平米,西,520,82619,,精装,低楼层(共22层),2006年建,光熙家园一期,,-
朝阳,北京新天地四期 ,65.96平米,东,328,49728,,简装,顶层(共26层),2009年建,北京新天地四期,,-
朝阳,芍药居甲2号院 ,77.48平米,西,559,72148,,精装,顶层(共18层),1996年建,芍药居甲2号院,,-
朝阳,北苑村 ,53.23平米,南 ,279,52415,,简装,中楼层(共5层),1982年建,北苑村,,-
朝阳,石佛营西里小区 ,53.45平米,南 ,328,61366,,简装,中楼层(共15层),1999年建,石佛营西里小区,,-
朝阳,合生国际花园 ,137.41平米,南 ,1125,81872,,精装,顶层(共24层),2008年建,合生国际花园,,-
朝阳,苹果社区南区 ,108.3平米,,865,79871,房本满五年,精装,中楼层(共27层),2005年建,苹果社区南区,,-
朝阳,天居园 ,123.91平米,南 ,765,61739,房本满五年,精装,高楼层(共11层),2008年建,天居园,,-
朝阳,北京新天地四期 ,70.98平米,南 ,383,53959,房本满五年,精装,低楼层(共20层),2008年建,北京新天地四期,,-
朝阳,金地国际花园 ,198.03平米,西南 东,1699,85796,房本满五年,精装,低楼层(共33层),2004年建,金地国际花园,,-
朝阳,后现代城A区 ,111.07平米,东南 ,741,66715,房本满五年,精装,中楼层(共14层),2004年建,后现代城A区,,-
朝阳,首开常青藤四期 ,93.41平米,南 ,597,63912,房本满五年,精装,低楼层(共6层),2013年建,首开常青藤四期,,-
朝阳,华纺易城 ,126.79平米,南 ,805,63491,房本满五年,精装,低楼层(共18层),2006年建,华纺易城,,-
朝阳,北苑家园清友园 ,117.09平米,,610,52097,房本满五年,简装,高楼层(共14层),2002年建,北苑家园清友园,,-
朝阳,周井大院 ,47.15平米,,245,51962,房本满五年,简装,底层(共5层),1986年建,周井大院,,-
朝阳,惠新南里5号院 ,78.18平米,南 ,586,74956,房本满五年,简装,高楼层(共16层),1986年建,惠新南里5号院,,-
朝阳,京通苑 ,117.89平米,西,499,42328,房本满五年,精装,中楼层(共18层),1998年建,京通苑,,-
朝阳,国美第一城3号院 ,90.93平米,东,526,57847,房本满五年,精装,中楼层(共26层),2007年建,国美第一城3号院,,-
朝阳,翠成馨园A区 ,57.18平米,,267,46695,房本满五年,精装,中楼层(共16层),2005年建,翠成馨园A区,,-
朝阳,燕归宁馨园 ,120.74平米,南 ,505,41826,房本满五年,简装,中楼层(共6层),2005年建,燕归宁馨园,,-
朝阳,欧陆经典 ,126.86平米,南 ,780,61486,房本满五年,简装,高楼层(共15层),2000年建,欧陆经典,,-
朝阳,三源里北小街 ,60.85平米,南 ,430,70666,房本满五年,简装,低楼层(共6层),1982年建,三源里北小街,,-
朝阳,金隅凤麟洲 ,115.5平米,南 北 ,850,73594,房本满五年,简装,高楼层(共9层),2007年建,金隅凤麟洲,,-
朝阳,弘善家园 ,72.33平米,西,345,47699,房本满五年,简装,中楼层(共28层),2012年建,弘善家园,,-
朝阳,望京西园一区 ,97.29平米,,560,57560,房本满五年,简装,低楼层(共18层),2001年建,望京西园一区,,-
朝阳,远洋天地一期 ,119.39平米,西,729,61061,房本满五年,精装,低楼层(共30层),2002年建,远洋天地一期,,-
朝阳,北苑家园望春园 ,98.42平米,南 ,558,56696,房本满五年,精装,高楼层(共23层),2008年建,北苑家园望春园,,-
朝阳,松榆西里 ,52.37平米,东,308,58813,房本满五年,简装,中楼层(共19层),1998年建,松榆西里,,-
朝阳,住欣家园 ,89.47平米,西,293,32749,房本满五年,简装,底层(共26层),2010年建,住欣家园,,-
朝阳,兴隆家园 ,97.1平米,西,540,55613,房本满五年,简装,中楼层(共23层),2005年建,兴隆家园,,-
朝阳,朝阳门南大街 ,61.6平米,东 ,450,73052,房本满五年,简装,中楼层(共20层),1984年建,朝阳门南大街,,-
朝阳,上京新航线 ,99.62平米,,670,67256,,精装,低楼层(共26层),2007年建,上京新航线,,-
朝阳,万象新天四区 ,90.62平米,,510,56279,,简装,中楼层(共17层),2006年建,万象新天四区,,-
朝阳,北苑家园茉藜园 ,109.78平米,西,460,41902,,简装,高楼层(共25层),2003年建,北苑家园茉藜园,,-
朝阳,奥林匹克花园四期 ,125.87平米,南 ,738,58632,,精装,低楼层(共10层),2009年建,奥林匹克花园四期,,-
朝阳,安华里社区 ,53.24平米,南 ,410,77010,,简装,中楼层(共6层),1985年建,安华里社区,,-
朝阳,北京新天地二期 ,101.64平米,,495,48702,房本满五年,简装,顶层(共28层),2008年建,北京新天地二期,,-
朝阳,地杰长安驿 ,98.46平米,东,630,63986,房本满五年,精装,中楼层(共31层),2009年建,地杰长安驿,,-
朝阳,国美第一城2号院 ,143.45平米,南 ,739,51517,房本满五年,精装,中楼层(共27层),2006年建,国美第一城2号院,,-
朝阳,百环花园 ,146.06平米,,649,44434,房本满五年,简装,低楼层(共28层),2001年建,百环花园,,-
朝阳,雅成一里 ,86.7平米,,435,50174,房本满五年,简装,高楼层(共25层),2001年建,雅成一里,,-
朝阳,北苑家园望春园 ,127.09平米,西,698,54922,房本满五年,精装,中楼层(共25层),2006年建,北苑家园望春园,,-
朝阳,奥林匹克花园四期 ,125.85平米,南 ,780,61979,房本满五年,精装,高楼层(共10层),2010年建,奥林匹克花园四期,,-
朝阳,朝阳园 ,113.71平米,西,610,53646,房本满五年,精装,中楼层(共29层),2003年建,朝阳园,,-
朝阳,北苑家园茉藜园 ,154.59平米,南 ,760,49163,房本满五年,简装,高楼层(共18层),2003年建,北苑家园茉藜园,,-
朝阳,北苑家园茉藜园 ,120.82平米,南 ,690,57110,房本满五年,简装,高楼层(共18层),2003年建,北苑家园茉藜园,,-
朝阳,中海城北区 ,103.91平米,,610,58705,房本满五年,简装,低楼层(共18层),2009年建,中海城北区,,-
朝阳,远洋一方润园2号院 ,118.23平米,南 西 ,638,53963,房本满五年,精装,中楼层(共14层),2010年建,远洋一方润园2号院,,-
朝阳,北辰福第一号院 ,86.36平米,南 ,396,45855,房本满五年,简装,低楼层(共27层),2008年建,北辰福第一号院,,-
朝阳,富力阳光美园 ,88.69平米,西,505,56940,房本满五年,简装,高楼层(共27层),2010年建,富力阳光美园,,-
朝阳,团结湖北口 ,52.52平米,,372,70831,房本满五年,精装,中楼层(共16层),1982年建,团结湖北口,,-
朝阳,炫彩嘉轩 ,43.93平米,,385,87640,房本满五年,精装,低楼层(共21层),2006年建,炫彩嘉轩,,-
朝阳,芍药居北里 ,123平米,南 ,868,70570,房本满五年,精装,中楼层(共26层),2008年建,芍药居北里,,-
朝阳,公园1872 ,83.52平米,,535,64057,房本满五年,精装,高楼层(共21层),2008年建,公园1872,,-
朝阳,远洋一方花语苑 ,90.65平米,东,450,49642,房本满五年,精装,高楼层(共11层),2008年建,远洋一方花语苑,,-
朝阳,美景东方 ,103.34平米,南 ,588,56900,房本满五年,简装,低楼层(共9层),2002年建,美景东方,,-
朝阳,南沙滩小区 ,69.74平米,西,504,72269,房本满五年,简装,中楼层(共22层),1999年建,南沙滩小区,,-
朝阳,八里庄北里小区 ,60.58平米,南 ,307,50677,房本满五年,精装,顶层(共6层),1994年建,八里庄北里小区,,-
朝阳,珠江帝景伯爵山 ,92.49平米,,898,97092,房本满五年,精装,中楼层(共15层),2007年建,珠江帝景伯爵山,,-
朝阳,天创世缘 ,163.49平米,东南 西,799,48872,房本满五年,简装,中楼层(共31层),2000年建,天创世缘,,-
朝阳,八里庄北里小区 ,69.42平米,东 南 ,354,50994,,简装,高楼层(共6层),1994年建,八里庄北里小区,,-
朝阳,北京新天地五期 ,64.96平米,,347,53418,,精装,低楼层(共28层),2009年建,北京新天地五期,,-
朝阳,苹果社区南区 ,94.07平米,西,729,77496,,精装,中楼层(共23层),2005年建,苹果社区南区,,-
朝阳,光华欣居 ,112.82平米,南 ,500,44319,,精装,低楼层(共15层),1998年建,光华欣居,,-
朝阳,康静里 ,57.6平米,南 ,300,52084,,简装,底层(共6层),1994年建,康静里,,-
朝阳,大屯里小区 ,83.87平米,东,510,60809,,简装,中楼层(共28层),2003年建,大屯里小区,,-
朝阳,美然动力A3区 ,83.29平米,南 ,415,49826,房本满五年,简装,底层(共9层),2002年建,美然动力A3区,,-
朝阳,翠成馨园E区 ,56.07平米,西,270,48155,房本满五年,简装,高楼层(共21层),2011年建,翠成馨园E区,,-
朝阳,华严北里中科院 ,61.25平米,,488,79674,房本满五年,简装,高楼层(共16层),1996年建,华严北里中科院,,-
朝阳,昆泰国际公寓 ,90.7平米,西,530,58435,房本满五年,精装,高楼层(共24层),2005年建,昆泰国际公寓,,-
朝阳,第二监狱宿舍 ,44.8平米,,189,42188,房本满五年,简装,底层(共6层),1990年建,第二监狱宿舍,,-
朝阳,十里堡北里 ,55.09平米,南 ,316,57361,房本满五年,简装,底层(共6层),1994年建,十里堡北里,,-
朝阳,建外SOHO ,150.04平米,西,725,48321,房本满五年,简装,高楼层(共28层),2005年建,建外SOHO,,-
朝阳,朝丰家园 ,77.74平米,南 ,350,45022,房本满五年,简装,高楼层(共16层),2009年建,朝丰家园,,-
朝阳,太阳公元 ,181.36平米,南 ,2350,129577,房本满五年,精装,中楼层(共25层),2011年建,太阳公元,,-
朝阳,亚运花园 ,175.49平米,,880,50146,房本满五年,简装,中楼层(共18层),1996年建,亚运花园,,-
朝阳,雅宝里 ,67.85平米,南 ,445,65586,房本满五年,简装,中楼层(共5层),1980年建,雅宝里,,-
朝阳,北苑家园望春园 ,148.68平米,西南 ,635,42710,房本满五年,精装,高楼层(共25层),2008年建,北苑家园望春园,,-
朝阳,劲松七区 ,79.21平米,南 ,502,63376,房本满五年,简装,中楼层(共6层),1983年建,劲松七区,,-
朝阳,劲松七区 ,67.58平米,南 ,385,56970,房本满五年,简装,中楼层(共10层),1983年建,劲松七区,,-
朝阳,天天朝阳 ,38.26平米,,239,62468,房本满五年,简装,16层,2005年建,天天朝阳,,-
朝阳,CBD传奇 ,42.85平米,,332,77480,房本满五年,精装,低楼层(共21层),2006年建,CBD传奇,,-
朝阳,国美第一城3号院 ,104.38平米,东,590,56525,房本满五年,精装,低楼层(共26层),2007年建,国美第一城3号院,,-
朝阳,世捷座 ,129.77平米,西南 ,1035,79757,房本满五年,简装,高楼层(共24层),2004年建,世捷座,,-
朝阳,康家园 ,57.74平米,南 ,330,57153,房本满五年,简装,中楼层(共5层),1991年建,康家园,,-
朝阳,安慧里二区 ,67.54平米,东,480,71069,房本满五年,精装,高楼层(共25层),1987年建,安慧里二区,,-
朝阳,10AM新坐标 ,45.52平米,,283,62171,,精装,29层,2005年建,10AM新坐标,,-
朝阳,慧忠里 ,46.96平米,南 ,530,112863,,精装,顶层(共6层),1994年建,慧忠里,,-
朝阳,北京华侨城2号院 ,269.57平米,南 ,1600,59354,,其他,底层(共12层),2009年建,北京华侨城2号院,,-
朝阳,平乐园小区 ,46.97平米,,276,58761,,精装,顶层(共6层),1993年建,平乐园小区,,-
朝阳,安贞里 ,59.97平米,东 ,445,74204,,精装,中楼层(共6层),1991年建,安贞里,,-
朝阳,康家园 ,71.3平米,东 ,326,45723,,简装,顶层(共6层),1994年建,康家园,,-
朝阳,富华家园 ,123.36平米,西,545,44180,,简装,低楼层(共22层),2003年建,富华家园,,-
朝阳,蓝堡国际公寓 ,114.98平米,东 ,875,76101,,精装,低楼层(共21层),2004年建,蓝堡国际公寓,,-
朝阳,西坝河东里 ,58.7平米,,350,59626,,简装,高楼层(共6层),1987年建,西坝河东里,,-
朝阳,百环家园 ,103.59平米,,573,55315,,简装,低楼层(共28层),2005年建,百环家园,,-
朝阳,华纺易城 ,62.2平米,,375,60290,房本满五年,精装,低楼层(共15层),2008年建,华纺易城,,-
朝阳,CBD传奇 ,94.19平米,南 ,610,64763,房本满五年,精装,底层(共13层),2007年建,CBD传奇,,-
朝阳,沿海赛洛城二期 ,48.45平米,,312,64397,房本满五年,精装,中楼层(共19层),2007年建,沿海赛洛城二期,,-
朝阳,大山子西里 ,50.83平米,东南 东,275,54102,房本满五年,简装,底层(共6层),1985年建,大山子西里,,-
朝阳,望京新城 ,73.22平米,西,440,60093,房本满五年,精装,高楼层(共30层),1997年建,望京新城,,-
朝阳,太阳国际公馆 ,93.37平米,,610,65332,房本满五年,精装,高楼层(共12层),2003年建,太阳国际公馆,,-
朝阳,阳光广场 ,126.43平米,南 ,745,58926,房本满五年,简装,中楼层(共18层),1996年建,阳光广场,,-
朝阳,三丰里小区 ,52.97平米,南 ,365,68907,房本满五年,简装,中楼层(共5层),1978年建,三丰里小区,,-
朝阳,胜古南里 ,56.53平米,南 ,399,70582,房本满五年,简装,中楼层(共5层),1979年建,胜古南里,,-
朝阳,华彩国际公寓 ,63平米,东 西,570,90477,房本满五年,精装,中楼层(共21层),2008年建,华彩国际公寓,,-
朝阳,左家庄 ,52.24平米,东 ,328,62788,房本满五年,精装,底层(共6层),1984年建,左家庄,,-
朝阳,北苑家园清友园 ,79.21平米,西,449,56685,房本满五年,精装,25层,2002年建,北苑家园清友园,,-
朝阳,十里堡北里 ,47.1平米,南 ,295,62633,房本满五年,简装,低楼层(共13层),1989年建,十里堡北里,,-
朝阳,平乐园小区 ,53.4平米,,319,59738,房本满五年,精装,中楼层(共18层),1994年建,平乐园小区,,-
朝阳,康家园 ,64.84平米,,345,53208,房本满五年,简装,中楼层(共16层),1995年建,康家园,,-
朝阳,八里庄北里小区 ,39.02平米,,226,57920,房本满五年,简装,顶层(共6层),1984年建,八里庄北里小区,,-
朝阳,双桥北内小区 ,131.81平米,南 ,463,35127,房本满五年,精装,高楼层(共7层),2004年建,双桥北内小区,,-
朝阳,北苑家园望春园 ,134.8平米,东,735,54526,房本满五年,精装,中楼层(共25层),2008年建,北苑家园望春园,,-
朝阳,松榆里 ,57.57平米,东,335,58191,房本满五年,简装,高楼层(共19层),1992年建,松榆里,,-
朝阳,劲松嘉园 ,138.48平米,,670,48383,房本满五年,简装,中楼层(共14层),1997年建,劲松嘉园,,-
朝阳,大成国际 ,110.94平米,东,500,45070,房本满五年,精装,中楼层(共21层),2007年建,大成国际,,-
朝阳,富力城D区 ,80.09平米,南 ,720,89899,,精装,中楼层(共21层),2007年建,富力城D区,,-
朝阳,海华堂 ,87.6平米,东,508,57991,,简装,高楼层(共33层),2011年建,海华堂,,-
朝阳,静安东里 ,60.24平米,,368,61089,,简装,顶层(共6层),1990年建,静安东里,,-
朝阳,大屯里小区 ,71.54平米,,400,55913,,精装,高楼层(共28层),2003年建,大屯里小区,,-
朝阳,时间国际 ,210.53平米,西,685,32537,,毛坯,高楼层(共28层),2005年建,时间国际,,-
朝阳,地杰长安驿 ,98.46平米,西,535,54337,,简装,低楼层(共31层),2009年建,地杰长安驿,,-
朝阳,和平街十五区1号院 ,57.86平米,东,420,72590,,简装,高楼层(共18层),1998年建,和平街十五区1号院,,-
朝阳,苹果社区南区 ,97.23平米,南 ,818,84131,,精装,高楼层(共23层),2005年建,苹果社区南区,,-
朝阳,北苑家园紫绶园 ,83.72平米,南 ,400,47779,,简装,高楼层(共12层),1999年建,北苑家园紫绶园,,-
朝阳,澳洲康都 ,86.09平米,东,666,77361,房本满五年,精装,中楼层(共28层),2006年建,澳洲康都,,-
朝阳,芍药居北里 ,90.43平米,,699,77298,房本满五年,简装,底层(共28层),2005年建,芍药居北里,,-
朝阳,北京新天地五期 ,61.04平米,,350,57340,房本满五年,精装,高楼层(共28层),2009年建,北京新天地五期,,-
朝阳,富力又一城C区 ,89.17平米,南 ,530,59438,房本满五年,精装,中楼层(共22层),2011年建,富力又一城C区,,-
朝阳,地杰长安驿 ,104.01平米,,606,58264,房本满五年,精装,低楼层(共30层),2009年建,地杰长安驿,,-
朝阳,双桥六号井 ,59.57平米,南 ,258,43311,房本满五年,简装,中楼层(共5层),1993年建,双桥六号井,,-
朝阳,双桥北内小区 ,81.47平米,南 ,328,40261,房本满五年,简装,中楼层(共7层),2004年建,双桥北内小区,,-
朝阳,康静里 ,60.17平米,南 ,320,53183,房本满五年,简装,中楼层(共6层),1994年建,康静里,,-
朝阳,北京青年城 ,98.85平米,,502,50785,房本满五年,精装,顶层(共11层),2004年建,北京青年城,,-
朝阳,通惠家园 ,59.56平米,,309,51881,房本满五年,简装,中楼层(共28层),2001年建,通惠家园,,-
朝阳,东区国际 ,108.32平米,,630,58162,房本满五年,简装,中楼层(共32层),2005年建,东区国际,,-
朝阳,广渠门外大街6号院 ,79.71平米,西,505,63355,房本满五年,简装,低楼层(共24层),1997年建,广渠门外大街6号院,,-
朝阳,CBD传奇 ,67.91平米,南 ,468,68915,房本满五年,精装,底层(共18层),2006年建,CBD传奇,,-
朝阳,太阳公元 ,89.29平米,,1080,120955,房本满五年,精装,中楼层(共27层),2010年建,太阳公元,,-
朝阳,汽修一厂宿舍 ,64.67平米,南 ,398,61544,房本满五年,简装,中楼层(共6层),1994年建,汽修一厂宿舍,,-
朝阳,双桥北内小区 ,82.6平米,南 ,335,40557,房本满五年,精装,中楼层(共7层),2004年建,双桥北内小区,,-
朝阳,安苑东里三区 ,58.68平米,南 ,405,69019,房本满五年,精装,高楼层(共6层),1994年建,安苑东里三区,,-
朝阳,芳园里 ,56.96平米,东南 西,342,60043,房本满五年,精装,中楼层(共6层),1988年建,芳园里,,-
朝阳,八里庄北里小区 ,51.16平米,,283,55317,房本满五年,精装,中楼层(共6层),1994年建,八里庄北里小区,,-
朝阳,农业部宿舍 ,39.47平米,东 ,310,78541,房本满五年,简装,低楼层(共9层),1995年建,农业部宿舍,,-
